srp,price_info,room_info,size_info,main_info,possession_info,nearby_places,Airport,Hospital,Market
srp-39,₹2.0 Cr,"3, 4 BHK",,"₹2.0 Cr - 3.56 CrEMI starts at ₹99.49 KArchid EliteRERABy  Archid Builders Pvt Ltd3, 4 BHK Flats for sale in PatiaPossession DateDec, 2026Average Price₹11.6 K/sq.ftPossession StatusUnder ConstructionArchid Elite , the 11 story floors signify the 11:11 magical numerology fact which attracts the divine feeling and prosperity. Archid Elite stands to amaze the people around by its architectural design, look &amp; the residents living in here will experience a world class &amp; unbeatable lifestyle. Archid Elite is a project by Odisha&rsquo;s most trusted real-estate brand Archid Builders Pvt. Ltd. The proj...more5","Possession DateDec, 2026Average Price",KIIT School Of Fashion Technologyis 1.6 km awayUPHC Sikharchandiis 1.1 km awaymore...Archid Builders Pvt LtdDeveloperBrochureContact Developer,No,No,No
srp-40,,,,,,,No,No,No
srp-41,₹1.55 Cr,"3, 4 BHK",,"₹1.55 Cr - 1.94 CrEMI starts at ₹76.95 KGoenka Numero Uno ResidencyMarketed by  KNR INTEGRITY3, 4 BHK Flats for sale in RasulgarhPossession DateMay, 2024Average Price₹7.75 K/sq.ftPossession StatusUnder ConstructionGoenka Numero Uno Residency is a project by Goenka Infratech Pvt Ltd in Bhubaneswar . It is a Under Construction project. Goenka Numero Uno Residency offers some of the most conveniently designed Apartment. Located in Rasulgarh, it is a residential project. The project is spread over 0.11 Acres . It has 16 units. There are 2 buildings in this project. Goenka Numero Uno Residency offers some of the most excl...more5","Possession DateMay, 2024Average Price",SLI : The Self Learning Interfaceis 0.5 km awaySaaol Heart Center | best Cardiology hospital in Bhubaneshwar | top Cardiology treatment in Bhubaneswaris 2 km awaymore...KNR INTEGRITYSellerBrochureContact Seller,No,Yes,No
srp-42,₹1.05 Cr,"3 BHK, 2BHK, 3BHK",,"₹1.05 Cr - 1.12 CrEMI starts at ₹52.2 KTrident Galaxy 3RERAMarketed by  Be Realty3 BHK Flat for sale in GhatikiaPossession DateApr, 2028Average Price₹6.23 K/sq.ftPossession StatusUnder ConstructionTrident Galaxy III in Kalinganagar, Bhubaneswar by Trident Properties is a residential project. The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living. The Apartment are of the following configurations: 2BHK and 3BHK.
&nbsp;more5","Possession DateApr, 2028Average Price",Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...Be RealtySeller + 4 moreBrochureContact Sellers,No,Yes,No
srp-43,₹80.04 L,"5 BHK, 3 BHK, 5 BHK, 5 BHK",0 sq.ft,"₹80.04 L - 2.04 CrEMI starts at ₹39.74 KAlishan Netra GalaxyRERAMarketed by  KNR INTEGRITY3, 3.5, 4.5 BHK Flats for sale in PhulnakharaPossession DateMar, 2026Average Price₹5.8 K/sq.ftPossession StatusUnder ConstructionResidential project, Alishan Netra Galaxy in Bhubaneswar  is offering units for sale in Phulnakhara. Check out some Apartment that suit your lifestyle and liking. Possession date of Alishan Netra Galaxy is Mar, 2026. The property offers 3 BHK, 3.5 BHK, 4.5 BHK units. As per the area plan, units are in the size range of 1380.0 - 3520.0 sq.ft.. The project by Alishan Realcon is set in 3.8 Acres . This residen...more5","Possession DateMar, 2026Average Price",St. Xavier's High Schoolis 0.9 km awayDr Prasant Kumar Parida Medical Oncologistis 2.7 km awaymore...KNR INTEGRITYSellerBrochureContact Seller,No,Yes,No
srp-44,₹1.03 Cr,"2, 3 BHK",,"₹1.03 Cr - 1.21 CrEMI starts at ₹51.14 KNido De AamorRERAMarketed by  omm creation 2, 3 BHK Flats for sale in GhatikiaPossession DateMar, 2025Average Price₹7.57 K/sq.ftPossession StatusUnder ConstructionNido De' Aamor Is A Conscious Effort To Re-create A Cozy Space Of Love &amp; Comfort For Inhabitants Who Celebrate Life &amp; Togetherness. The Property Also Signifies A Similar Commitment To Your Future Together As The Bird Has For Her Nest.
We Proudly Consider Nido D&eacute; Aamor As A Tribute To Our Feathered Friends Who Has Much To Teach Us About Love, Courtship, And Sanity. Just Like The Doting Birds ...more5","Possession DateMar, 2025Average Price",Saraswati Sishu Vidya Mandiris 0.7 km awayDr.K.N Panda(Gastro & Liver clinic)is 1.9 km awaymore...omm creation SellerBrochureContact Seller,No,Yes,No
srp-45,₹74.99 L,"3 BHK, 3 BHK",,"₹74.99 L - 1.25 CrEMI starts at ₹39.71 KKrishna DowntownRERAMarketed by  KNR INTEGRITY3 BHK Villa for sale in BatapuranPossession DateApr, 2028Average Price₹3.99 K - 5.99 K/sq.ftPossession StatusUnder ConstructionKrishna Downtown is a project by Krishna Properties And Developers Private Limited in Bhubaneswar . It is a Under Construction project. Krishna Downtown offers some of the most conveniently designed Villa. Located in Batapuran, it is a residential project. The project is spread over 0.51 Acres . It has 61 units. Krishna Downtown offers some of the most exclusive 3 BHK. As per the area plan, units are in the...more4","Possession DateApr, 2028Average Price",Panchabati High Schoolis 3.2 km awayHOTEL SANTOSHis 2.8 km awaymore...KNR INTEGRITYSeller + 1 moreBrochureContact Sellers,No,No,No
srp-46,₹79.42 L,"2, 3 BHK, 2 BHK, 3 BHK",0 sq.ft,"₹79.42 L - 97.35 LEMI starts at ₹39.43 KMahima GreenexRERAMarketed by  ABSB Realty Pvt Ltd2, 3 BHK Flats for sale in BaliantaPossession DateSep, 2026Average Price₹5.5 K/sq.ftPossession StatusUnder ConstructionResidential project, Mahima Greenex in Bhubaneswar  is offering units for sale in Balianta. Check out some Apartment that suit your lifestyle and liking. Possession date of Mahima Greenex is Sep, 2026. The property offers 2 BHK, 3 BHK units. As per the area plan, units are in the size range of 1444.0 - 1770.0 sq.ft.. This residential project was launched in September 2023. It has 510 units. There are 2 buil...more5","Possession DateSep, 2026Average Price","London Kids Preschool Balianta, Bhubaneswar, Odishais 0.9 km awayHi-tech Medical College and Hospitalis 4.2 km awaymore...ABSB Realty Pvt LtdSellerBrochureContact Seller",No,Yes,No
srp-47,₹1.04 Cr,"2, 3, 4 BHK",,"₹1.04 Cr - 1.7 CrEMI starts at ₹51.54 KLaxmi Fresh LivingRERAMarketed by  SAINI PROPERTIES2, 3, 4 BHK Flats for sale in PhulnakharaPossession DateDec, 2028Average Price₹7.2 K/sq.ftPossession StatusUnder ConstructionINTRODUCING LAXMI FRESH LIVINGWhere luxury meets nature's embrace. A harmonius haven thoughtfully designed, embracing sustainable luxury. Live elegantly while coexisting seamlessly with the beauty and serenity of the natural world.




&nbsp;



more5","Possession DateDec, 2028Average Price",St. Xavier's High Schoolis 2.7 km awayDr Prasant Kumar Parida Medical Oncologistis 1.7 km awaymore...SAINI PROPERTIESSellerBrochureContact Seller,No,Yes,No
srp-48,₹1.2 Cr,5 BHK,,"₹1.2 Cr - 1.4 CrEMI starts at ₹59.58 KMetro Kings CourtRERAMarketed by  Dream House Realty3.5 BHK Villa for sale in JatniPossession DateDec, 2027Average Price5.43 K - ₹5.71 K/sq.ftPossession StatusUnder ConstructionKing&rsquo;s Court is where you&rsquo;ll cherish a kingly lifestyle that commands respect within your circle. Undoubtedly, King&rsquo;s Court is the dawn of that colonial era, built to perfection for the kings who want to claim their kingdom. With timeless European architecture, passionately crafted down to the last detail, comprising opulent villas with open facades and king-befitting amenities&mdash;for a...more5","Possession DateDec, 2027Average Price5","Primary High School, Gopinath Puris 1.7 km awayJATNI HOSPITAL, CHC Jatniis 2.6 km awaymore...Dream House RealtySellerBrochureContact Seller",No,Yes,No
srp-49,₹92.98 L,3 BHK,,"₹92.98 L - 99.83 LEMI starts at ₹46.16 KKhushi Sanjeevani5RERABy  Khushi Realcon3 BHK Flat for sale in PatrapadaPossession DateJul, 2023Average Price₹5.96 K/sq.ftPossession StatusReady to MoveSanjeevni is a premium housing project at Patrapada in Bhubaneswar. The project is developed by Khushi Realcon. Social infrastructure like banks, schools and parks surround the area. It is also very well-connected to various parts of the city by public transport network.more5","Possession DateJul, 2023Average Price",Hellokids Loriis 0.7 km awayOdisha Health Clinic | Best Medical clinic in Bhubaneswaris 1.2 km awaymore...Khushi RealconDeveloperView PhoneContact Developer,No,Yes,No
srp-50,,,,,,,No,No,No
srp-51,₹51.52 L,"2, 3 BHK",,"₹51.52 L - 81.05 LEMI starts at ₹27.28 KPadmananda PalaceRERAMarketed by  KNR INTEGRITY2, 3 BHK Flats for sale in PahalaPossession DateJul, 2028Average Price₹4.6 K/sq.ftPossession StatusUnder ConstructionPADMANANDA PALACE is all about the essence of an active, independent, and content lifestyle through modern engineering, world-class infrastructure, aesthetic architectural design, peaceful location, and lavish facilities and amenities; all within matching budget &ndash; a true personification of &ldquo;Celebrating Lifestyle..Conceptualized along the lines of &lsquo;Ageing in Place&rdquo;, Padmananda Palace ...more5","Possession DateJul, 2028Average Price",Kidsville play schoolis 3.5 km awayNaharkanta UPHCis 3.9 km awaymore...KNR INTEGRITYSellerBrochureContact Seller,No,No,No
srp-52,₹2.18 Cr,5 BHK,,"₹2.18 Cr - 2.6 CrEMI starts at ₹1.08 LacsKhushi AltairRERABy  Khushi Realcon3.5, 4.5 BHK Flats for sale in BomikhalPossession DateJun, 2026Average Price₹8.9 K/sq.ftPossession StatusUnder ConstructionKhushi Altair Is The Epitome Of Redefining &ldquo;Space.&rdquo; And With The Promise Of Real Spacious Living, The Project Is Designed To Complement Everything That Can Make Any Edifice Eternal. The Overlooking Lush Landscape From The Height Sets The Tune Of Luxury As It Ought To Be.
  
This Project Will Surely Be The Centre-piece Of The Stunning Fringe Of Cuttack Road. The Classical Apartments Will Be Sta...more5","Possession DateJun, 2026Average Price",Divine Public Schoolis 1.1 km awayLATH ENT AND DENTAL CENTREis 0.7 km awaymore...Khushi RealconDeveloperBrochureContact Developer,No,No,No
srp-53,₹1.24 Cr,"5 BHK, 2 BHK, 3 BHK, 5 BHK, 5 BHK",0 sq.ft,"₹1.24 Cr - 2.74 CrEMI starts at ₹61.56 KHP SquareRERAMarketed by  ODISHA ONE PROPETIES 2, 3, 3.5, 4.5 BHK Flats for sale in BaramundaPossession DateDec, 2026Average Price17.69 K - ₹20.06 K/sq.ftPossession StatusUnder ConstructionCheck out this residential project for sale by Harshpriya Constructions Pvt Ltd in Baramunda, Bhubaneswar . HP Square offers Apartment as property type. The project has been developed in an area of 2.2 Acres . It is currently Under Construction. Available configurations include 2 BHK, 3 BHK, 3.5 BHK, 4.5 BHK. As per the area plan, units are in the size range of 618.0 - 1549.0 sq.ft.. HP Square was launched ...more5","Possession DateDec, 2026Average Price17","Government Boys' High Schoolis 1 km awayBest Dentist in Baramunda | Artificial teeth ,Dental fillings,tooth decay & pain - On Apollo 24|7is 0.8 km awaymore...OOODISHA ONE PROPETIES Seller + 1 moreBrochureContact Sellers",No,No,No
srp-54,₹77.28 L,"5 BHK, 2 BHK, 3 BHK, 5 BHK",0 sq.ft,"₹77.28 L - 1.12 CrEMI starts at ₹38.37 KSidhivinayaka SolarisRERAMarketed by  omm creation 2, 3, 3.5 BHK Flats for sale in PatharagadiaPossession DateJun, 2027Average Price₹5.85 K/sq.ftPossession StatusUnder ConstructionLooking for Apartment in Patharagadia, Bhubaneswar ?. Sidhivinayaka Solaris is a project by Sidhivinayaka Multiprojects. The project is offering 2 BHK, 3 BHK, 3.5 BHK. Sidhivinayaka Solaris is a Under Construction residential project. There are 108 units. There is 1 building in this project. As per the area plan, units are in the size range of 1321.0 - 1918.0 sq.ft.. Sidhivinayaka Solaris is located in Sund...more5","Possession DateJun, 2027Average Price",Patharagadia High Schoolis 0.8 km awayAhalya Hospitalis 1.2 km awaymore...omm creation SellerBrochureContact Seller,No,Yes,No
srp-55,₹1.32 Cr,5 BHK,,"₹1.32 Cr - 5.8 CrEMI starts at ₹65.53 KStalwart SkycityRERAMarketed by  Surakshya Realty3, 4, 4.5 BHK Flat,Penthouses for sale in PatiaPossession DateMar, 2028Average Price₹9.03 K - 10.65 K/sq.ftPossession StatusUnder ConstructionWelcome To Skycity A Brand New Luxury Residential/commercial Development Located In The Heart Of The City Patia. We Believe That Where You Live Should Be A Reflection Of Who You Are, And We Are Committed To Providing Our Residents With The Ultimate Living Experience.
 
We Are Dedicated To Providing Our Residents With The Highest Level Of Service And Attention To Detail.
 
Stalwart Sky City Is A Dream Pr...more5","Possession DateMar, 2028Average Price",Pathfinder Educational Centreis 0.5 km awayThe BrainTreeis 0.3 km awaymore...Surakshya RealtySeller + 2 moreBrochureContact Sellers,No,No,No
srp-56,₹75.08 L,"3, 4 BHK, 3 BHK, 4 BHK",,"₹75.08 L - 80.85 LEMI starts at ₹37.27 KBansidhar Swain Housing ProjectRERAMarketed by  ABSB Realty Pvt Ltd3, 4 BHK Villas for sale in JanlaPossession DateJan, 2024Average Price₹3.85 K/sq.ftPossession StatusReady to MoveBansidhar Swain Housing Project is a project by Bansidhar Swain Housing Project in Bhubaneswar . It is a Ready to Move project. Bansidhar Swain Housing Project offers some of the most conveniently designed Villa. Located in Janla, it is a residential project. The project is spread over 1.01 Acres . It has 18 units. Bansidhar Swain Housing Project offers some of the most exclusive 3 BHK, 4 BHK. As per the ar...more5","Possession DateJan, 2024Average Price","KC Bidyapitha Mundamuhan High Schoolis 3.3 km awayDr. Mahesh Sultania, Head and Neck Oncology (Oral and Thyroid Cancer), Bhubaneswar, Odishais 5.2 km awaymore...ABSB Realty Pvt LtdSellerBrochureContact Seller",No,No,No
srp-57,₹1.19 Cr,5 BHK,,"₹1.19 Cr - 2.78 CrEMI starts at ₹59.17 KSolitaireRERAMarketed by  Be Realty2, 3, 3.5, 4.5 BHK Flats for sale in KhandagiriPossession DateDec, 2027Average Price13.06 K - ₹14.14 K/sq.ftPossession StatusUnder ConstructionA majestic living where you take every breath in the backdrop of extravagance, rich green cover, stimulating activities and a towering terrace coupled with a tall list of luxuries. Come, live the shimmering life of comfor and convenience at Solitaire. Peace and tranquility dwells at Solitaire. However, a premium lifestyle such as this needs the&nbsp; wisdom of the years to stand upright. That is where our&n...more5","Possession DateDec, 2027Average Price13",Brilliant Mindsis 0.2 km awayDoctors Patholab (Diagnostic Service in Bhubaneswar )is 1.6 km awaymore...Be RealtySeller + 2 moreBrochureContact Sellers,No,No,No
srp-58,₹1.29 Cr,5 BHK,,"₹1.29 Cr - 1.64 CrEMI starts at ₹64.22 KFortune Om ShivalikRERAMarketed by  omm creation 2.5, 3.5 BHK Flats for sale in RaghunathpurPossession DateMay, 2028Average Price₹6.5 K/sq.ftPossession StatusUnder Construction5","Possession DateMay, 2028Average Price",Kidzee Raghunathpuris 1.2 km awayClinic of Laparoscopic surgery Dr Tanmaya Pandais 0.7 km awaymore...omm creation SellerBrochureContact Seller,No,Yes,No
srp-59,₹71.65 L,"2, 3 BHK",,"Receive assured GOLD COIN OF 8 gms* on every booking!₹71.65 L - 93.5 LEMI starts at ₹37.94 KSpringville Greens Phase IIRERAMarketed by  Dream House Realty2, 3 BHK Flats for sale in TamandoPossession DateApr, 2027Average Price₹8.1 K/sq.ftPossession StatusUnder ConstructionSpring is here to stay at Bhubaneswar, 24x7, 365 days a year. Welcome to Springville Greens. Luxurious lifestyle homes that gives you the feel of a green retreat.
Springville Greens is unique in its perfect harmony of classic form and modern construction.
Springville Greens offers a classic and luxurious experience.more5","Possession DateApr, 2027Average Price",Ajay Higher Secondary Schoolis 0.3 km awaySmart City Smilesis 3.3 km awaymore...Dream House RealtySeller + 4 moreBrochureContact Sellers,No,No,No
srp-60,₹96.0 LEMI,"3 BHK, 3 BHK",0 sq.ft,"₹96.0 LEMI starts at ₹47.66 KMason PrimeMarketed by  Mason Estate india Pvt Ltd3 BHK Flat for sale in PatiaPossession DateJan, 2025Average Price₹5.5k/sq.ftPossession StatusUnder ConstructionResidential project, Mason Prime in Bhubaneswar  is offering units for sale in Patia. Check out some Apartment that suit your lifestyle and liking. Possession date of Mason Prime is Jan, 2025. The property offers 3 BHK units. As per the area plan, units are in the size of 1732.0 sq.ft.. This residential project was launched in January 2023. It has 8 units. There is 1 building in this project. Contact for fu...more5","Possession DateJan, 2025Average Price",SIKSHADAAN INTERNATIONAL SCHOOLis 0.5 km awayThe BrainTreeis 1 km awaymore...Mason Estate india Pvt LtdSellerBrochureContact Seller,No,No,No
srp-61,₹1.01 Cr,"5, 3 BHK",,"₹1.01 Cr - 1.31 CrEMI starts at ₹50.26 KLochana ResidencyRERAMarketed by  Real estate2, 2.5, 3 BHK Flats for sale in PatiaPossession DateMar, 2026Average Price₹7.8 K/sq.ftPossession StatusUnder Construction5","Possession DateMar, 2026Average Price",Pathfinder Educational Centreis 1.3 km awayRehabilitation and Palliative Careis 0.2 km awaymore...REReal estateSellerView PhoneContact Seller,No,No,No
srp-62,₹1.1 CrEMI,3 BHK,,"₹1.1 CrEMI starts at ₹54.61 KT M Gouri ResidencyRERAMarketed by  ODISHA ONE PROPETIES 3 BHK Flat for sale in Forest ParkPossession DateJan, 2027Average Price₹6.53k/sq.ftPossession StatusUnder ConstructionWelcome To Tm's Gouri Residency, Where Luxury And Convenience Intertwine Seamlessly In The Vibrant Neighborhood Of Bhimpur, Right Beside The Main Gate Of The Airport. Our Boutique Apartment Project Boasts A Plethora Of Modern Amenities Meticulously Designed To Enhance The Comfort And Lifestyle Of Our Residents. Enjoy Effortless Access To Essential Facilities With The Railway Station Just 4 Km Away And The A...more5","Possession DateJan, 2027Average Price","Kinder Garden Preschool, Forest Park, Bhubaneswaris 0.5 km awaySushruta hospital and trauma care Pvt Ltdis 0.3 km awaymore...OOODISHA ONE PROPETIES Seller + 1 moreView PhoneContact Sellers",No,Yes,No
srp-63,₹98.67 L,"2, 3 BHK",,"₹98.67 L - 1.19 CrEMI starts at ₹48.99 KKokila Royal GardenRERAMarketed by  KNR INTEGRITY2, 3 BHK Flats for sale in PokhariputPossession DateJul, 2028Average Price₹6.5 K/sq.ftPossession StatusUnder Construction5","Possession DateJul, 2028Average Price","ALAM INSTITUTEis 0.8 km awayUPHC , Pokhariput , BBSRis 1 km awaymore...KNR INTEGRITYSellerBrochureContact Seller",No,No,No
